text,intent,satisfaction_score
Much appreciated. Can I schedule a checkup for next week,book_appointment,7.593
"My child has a rash and a fever, is this serious Whenever possible.",symptom_check,5.110
Cancel my scheduled appointment This is urgent.,cancel_appointment,0.238
"I've had a fever and cough for two days, what should I do Please respond ASAP.",symptom_check,0.896
"No rush. I've had a fever and cough for two days, what should I do",symptom_check,6.241
"My child has a rash and a fever, is this serious Not happy with the delay.",symptom_check,0.580
I have a sore throat and swollen glands This is urgent.,symptom_check,0.403
Okay. I'm experiencing chest pain and shortness of breath,symptom_check,4.595
Not happy with the delay. Have my lab results come in yet,lab_results,0.000
I need to book an appointment with my primary care doctor No rush.,book_appointment,4.916
"My child has a rash and a fever, is this serious Whenever possible.",symptom_check,6.061
"Okay. I can't make my appointment, cancel it",cancel_appointment,4.437
I need to book an appointment with my primary care doctor 🙂,book_appointment,8.237
I have a question about my medical bill,billing_query,4.750
Please cancel my visit with Dr. Smith,cancel_appointment,4.348
"I can't make my appointment, cancel it",cancel_appointment,3.615
"Cancel my scheduled appointment That helps, thanks.",cancel_appointment,7.126
Can you refill my prescription for insulin No rush.,prescription_refill,6.401
Book an appointment for a physical exam Whenever possible.,book_appointment,4.393
Please respond ASAP. Please explain this insurance charge,billing_query,1.389
I need a refill for my blood pressure medication 🙂,prescription_refill,9.373
Okay. I want to know the outcome of my recent labs,lab_results,5.595
Can I schedule a checkup for next week,book_appointment,7.109
Can you refill my prescription for insulin Okay.,prescription_refill,4.878
Please respond ASAP. Book an appointment for a physical exam,book_appointment,4.417
Much appreciated. Have my lab results come in yet,lab_results,8.696
Are my test results available This is urgent.,lab_results,1.626
I'm very worried. Can you send me my blood test results,lab_results,2.569
I want to see a doctor about a routine visit I'm very worried.,book_appointment,0.179
I'm experiencing chest pain and shortness of breath Not happy with the delay.,symptom_check,0.000
Please respond ASAP. I have a sore throat and swollen glands,symptom_check,1.940
Whenever possible. Please explain this insurance charge,billing_query,3.924
"That helps, thanks. I've had a fever and cough for two days, what should I do",symptom_check,7.915
"That helps, thanks. Can I schedule a checkup for next week",book_appointment,8.498
Can I schedule a checkup for next week Please respond ASAP.,book_appointment,1.327
I want to see a doctor about a routine visit I'm very worried.,book_appointment,0.000
Cancel my scheduled appointment This is urgent.,cancel_appointment,1.355
Please cancel my visit with Dr. Smith Okay.,cancel_appointment,4.894
Can you refill my prescription for insulin,prescription_refill,5.993
I need a refill for my blood pressure medication,prescription_refill,6.088
Can you refill my prescription for insulin No rush.,prescription_refill,5.261
I need to cancel my appointment tomorrow Whenever possible.,cancel_appointment,4.609
Are my test results available Thank you!,lab_results,7.972
Can you refill my prescription for insulin Okay.,prescription_refill,4.435
I want to see a doctor about a routine visit Not happy with the delay.,book_appointment,1.132
"I've had a fever and cough for two days, what should I do Please respond ASAP.",symptom_check,2.153
Not happy with the delay. I need help with a billing dispute,billing_query,0.000
Thank you! I have a sore throat and swollen glands,symptom_check,9.803
"I can't make my appointment, cancel it I'm very worried.",cancel_appointment,1.873
This is urgent. I have a sore throat and swollen glands,symptom_check,0.926
Please explain this insurance charge I'm very worried.,billing_query,1.070
Not happy with the delay. Have my lab results come in yet,lab_results,0.000
Whenever possible. I have a sore throat and swollen glands,symptom_check,5.130
Not happy with the delay. I need to cancel my appointment tomorrow,cancel_appointment,1.500
Can you refill my prescription for insulin Thank you!,prescription_refill,9.667
Can you send me my blood test results Please respond ASAP.,lab_results,0.335
I have a question about my medical bill Okay.,billing_query,4.561
I need help with a billing dispute This is urgent.,billing_query,3.278
Have my lab results come in yet 🙂,lab_results,9.020
I have a question about my medical bill 🙂,billing_query,8.869
Please respond ASAP. Are my test results available,lab_results,1.413
Please process my prescription refill I'm very worried.,prescription_refill,0.877
I have a sore throat and swollen glands No rush.,symptom_check,6.229
Please process my prescription refill Much appreciated.,prescription_refill,10.000
Whenever possible. Please process my prescription refill,prescription_refill,5.736
I need help with a billing dispute Okay.,billing_query,6.561
This is urgent. I want to know the outcome of my recent labs,lab_results,0.408
This is urgent. Have my lab results come in yet,lab_results,0.348
"That helps, thanks. Please explain this insurance charge",billing_query,7.416
"I can't make my appointment, cancel it Okay.",cancel_appointment,3.306
"I have a question about my medical bill That helps, thanks.",billing_query,10.000
Please respond ASAP. Book an appointment for a physical exam,book_appointment,0.692
Much appreciated. I need to book an appointment with my primary care doctor,book_appointment,8.179
Book an appointment for a physical exam Whenever possible.,book_appointment,6.674
Please cancel my visit with Dr. Smith 🙂,cancel_appointment,7.349
"I need help with a billing dispute That helps, thanks.",billing_query,8.892
Requesting a refill for my meds Please respond ASAP.,prescription_refill,0.737
I need to book an appointment with my primary care doctor 🙂,book_appointment,10.000
Okay. I need to cancel my appointment tomorrow,cancel_appointment,5.152
I need help with a billing dispute Thank you!,billing_query,8.921
Cancel my scheduled appointment This is urgent.,cancel_appointment,0.677
Thank you! I want to see a doctor about a routine visit,book_appointment,7.990
"I can't make my appointment, cancel it I'm very worried.",cancel_appointment,3.556
I want to see a doctor about a routine visit No rush.,book_appointment,4.135
Why was I charged for that visit Much appreciated.,billing_query,10.000
Whenever possible. I need help with a billing dispute,billing_query,6.026
I want to see a doctor about a routine visit,book_appointment,5.450
"I've had a fever and cough for two days, what should I do No rush.",symptom_check,5.939
Not happy with the delay. I need a refill for my blood pressure medication,prescription_refill,2.758
I want to see a doctor about a routine visit Please respond ASAP.,book_appointment,1.996
I have a question about my medical bill Thank you!,billing_query,8.653
Can you send me my blood test results Thank you!,lab_results,9.351
I want to know the outcome of my recent labs Please respond ASAP.,lab_results,2.563
Please cancel my visit with Dr. Smith Not happy with the delay.,cancel_appointment,1.788
I have a question about my medical bill Much appreciated.,billing_query,9.019
Please explain this insurance charge Thank you!,billing_query,8.467
I want to know the outcome of my recent labs,lab_results,5.474
Okay. Please explain this insurance charge,billing_query,5.767
I need help with a billing dispute Whenever possible.,billing_query,5.481
Book an appointment for a physical exam I'm very worried.,book_appointment,0.000
I have a question about my medical bill 🙂,billing_query,7.116
I want to see a doctor about a routine visit Much appreciated.,book_appointment,8.430
Can you send me my blood test results No rush.,lab_results,6.058
